,Name,Rating,Score,Release,Budget,Open,Gross
732,Cinema Paradiso ,R,90.0,2005-09-03,,,
733,Lone Star,R,93.0,1996-06-21,5000000.0,3845000.0,13269963.0
734,Talk to Her,R,92.0,2003-02-14,,964098.0,9284265.0
735,The Martian,PG13,92.0,2015-10-02,108000000.0,2008010.8194395176,228433663.0
736,Snowpiercer,R,95.0,2014-07-11,39200000.0,14842419.0,4563650.0
737,Live Die Repeat: Edge of Tomorrow,PG13,91.0,2014-06-06,178000000.0,,100206256.0
738,Blade Runner,R,90.0,1982-06-25,28000000.0,,27000000.0
739,Captain America: The Winter Soldier,PG13,89.0,2014-04-04,170000000.0,95023721.0,259766572.0
740,District 9,R,90.0,2009-08-14,30000000.0,21632.0,115646235.0
741,The Seventh Seal ,NR,92.0,1958-10-13,150000.0,,
742,Rogue One: A Star Wars Story,PG13,85.0,2016-12-16,200000000.0,13833858.791472992,532177324.0
743,L'année dernière à Marienbad ,NR,95.0,1962-03-07,,19113.0,143381.0
744,The Hunger Games: Catching Fire,PG13,89.0,2013-11-22,130000000.0,9357.791392928324,424668047.0
745,Love Is Strange,R,93.0,2014-12-18,,117276.0,2252580.0
746,Burma VJ: Reporter i et Lukket Land ,NR,97.0,2009-01-09,,6820.0,50436.0
747,No End in Sight,NR,96.0,2007-01-22,2000000.0,31533.0,1431623.0
748,Control Room,NR,96.0,2004-06-18,,27125.0,2586511.0
749,The Imposter,R,95.0,1986-10-24,,,27820000.0
750,Bigger Stronger Faster*,PG13,96.0,2008-01-19,,31576.0,307811.0
751,A Film Unfinished,NR,97.0,2010-01-01,,34060.0,311542.0
752,Trouble the Water,NR,96.0,2008-12-05,900000.0,28606.0,519981.0
753,Finding Vivian Maier,NR,95.0,2014-04-17,,63600.0,1514782.0
754,Sweetgrass,NR,97.0,2011-04-22,,2235.0,206728.0
755,Cutie And The Boxer,R,96.0,2013-11-01,,21098.0,200036.0
756,An Inconvenient Truth,PG,93.0,2006-06-30,1500000.0,367311.0,23808111.0
757,To Be and to Have ,NR,97.0,2002-08-28,1018329.9389002037,823788.0,775607.0
758,Food Inc.,PG,95.0,2009-07-31,,40744.0,4417124.0
759,Chasing Ice,PG13,96.0,2012-12-14,,83200.0,1328467.0
760,The Salt of the Earth,PG13,95.0,2015-03-27,,44900.0,1343349.0
761,The Wild Parrots of Telegraph Hill,G,95.0,2005-05-27,,104986.0,3058229.0
762,Touching the Void,R,94.0,2004-03-12,,115332.0,4581222.0
763,Super Size Me,PG13,93.0,2004-06-11,65000.0,516641.0,11529368.0
764,The Queen of Versailles,PG,94.0,2014-08-16,1000000.0,51326.0,2401652.0
765,I Am Divine,NR,96.0,2014-04-01,,5196.0,63661.0
766,Brooklyn Castle,PG,96.0,,,,
767,Deep Water,PG,96.0,2017-01-01,,,
768,Manakamana,NR,96.0,2014-12-12,,,
769,The Last of the Unjust,PG13,96.0,2013-11-13,1857907.2532699169,14328.0,38396.0
770,Up the Yangtze,NR,96.0,2008-07-11,990785.6930545922,15851.0,783416.0
771,Good Hair,PG13,95.0,2009-10-23,,1043732.0,4157104.0
772,National Gallery,NR,95.0,2014-10-08,,10049.0,100100.0
773,Last Days in Vietnam,NR,95.0,2014-01-17,,30500.0,466114.0
774,Plagues & Pleasures on the Salton Sea,NR,96.0,2006-02-24,,4424.0,53471.0
775,The Arbor,NR,96.0,2010-04-25,,3159.0,21268.0
776,Promises,NR,96.0,2001-12-20,,11138.0,243769.0
777,The Gatekeepers,PG13,93.0,2013-03-14,,61552.0,2415727.0
778,The Endurance,G,95.0,2001-12-21,,18931.0,2452566.0
779,After Tiller,PG13,95.0,2014-01-10,,10000.0,66300.0
780,My Winnipeg,NR,94.0,2008-07-04,600000.0,14309.0,156629.0
781,The Story of the Weeping Camel,PG,94.0,2004-07-16,,21767.0,1742832.0
782,Rocky,PG,93.0,1976-12-03,960000.0,5000000.0,117235247.0
783,The Crash Reel,G,96.0,2013-10-04,,,
784,Battle of the Sexes,PG13,86.0,2017-09-29,,515450.0,12598957.0
785,The Fighter,R,90.0,2010-12-17,25000000.0,1368307.4935400516,93617009.0
786,The Damned United,R,93.0,2009-03-27,10000000.0,432062.12914485164,449558.0
787,Sugar,R,92.0,,,,
788,Riding Giants,PG13,93.0,2004-08-13,,134400.0,2276368.0
789,Senna,PG13,92.0,2011-05-25,,73497.0,1612430.0
790,Dogtown and Z-Boys,PG13,92.0,2002-05-10,,103355.0,1293295.0
791,Tristram Shandy: A Cock & Bull Story,R,90.0,2006-01-20,1585234.6713468833,332582.0,1253413.0
792,Boxing Gym,NR,93.0,2011-03-09,,2036.0,34502.0
793,The Color of Money,R,89.0,1986-10-17,13800000.0,6357877.0,52293982.0
794,Up for Grabs,NR,92.0,2007-06-30,,1881.0,1881.0
795,Hoosiers,PG,88.0,1987-02-27,6000000.0,220068.0,28607524.0
796,Field of Dreams,PG,86.0,1989-05-05,,531346.0,64431625.0
797,Girlfight,R,87.0,2000-10-06,1000000.0,197896.0,1523941.0
798,The Heart of the Game,PG13,87.0,2006-07-07,,11251.0,444687.0
799,Tyson,R,85.0,2009-05-15,,85046.0,887126.0
800,Chariots of Fire,PG,83.0,1982-04-09,5500000.0,68907.0,58972904.0
801,The Hurricane,R,83.0,2000-01-14,50000000.0,337000.0,50668906.0
802,Looking for Eric,G,85.0,2009-05-27,,366242.0,55804.0
803,The Armstrong Lie,R,83.0,2013-11-14,,28992.0,381703.0
804,Major League,R,83.0,1989-04-07,11000000.0,8836265.0,49797148.0
805,Goon,R,82.0,2012-02-24,,49076.0,4168144.0
806,Beyond the Mat,R,82.0,2000-03-17,500000.0,966016.0,2047570.0
807,The Boxer,R,80.0,1998-01-09,,1758565.0,5799672.0
808,Step Into Liquid,PG,82.0,2003-08-29,,135985.0,3672451.0
809,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,PG13,82.0,2006-07-07,1000000.0,9805.0,144431.0
810,Invictus,PG13,76.0,2009-12-11,60000000.0,608576.0181423037,37491364.0
811,Fed Up,PG,80.0,2014-01-19,,126028.0,1538899.0
812,A League of Their Own,PG,78.0,1992-07-01,40000000.0,,107533928.0
813,Stoked: The Rise and Fall of Gator,R,79.0,2004-06-25,,10998.0,131712.0
814,Talladega Nights: The Ballad of Ricky Bobby,PG13,71.0,2006-08-04,72500000.0,47042215.0,148213377.0
815,Invincible,PG,72.0,2014-12-25,65000000.0,30621445.0,115637895.0
816,Gunnin' for That #1 Spot,PG13,74.0,2008-10-10,,146.0,47122.0
817,Ultimate X: The Movie,PG,74.0,2002-05-17,,613670.0,4197175.0
818,Bleed For This,R,70.0,2016-11-18,6000000.0,2366810.0,4847865.0
819,The Blind Side,PG13,67.0,2009-11-20,29000000.0,34119372.0,255959475.0
820,More Than a Game,PG,71.0,2009-10-16,,182943.0,944527.0
821,Secretariat,PG,63.0,2010-10-08,35000000.0,12694770.0,59713955.0
822,Dust to Glory,PG,60.0,2005-04-22,,15757.0,639990.0
823,NASCAR: The IMAX Experience,PG,61.0,2004-03-12,,1467406.0,20034225.0
824,Glory Road,PG,56.0,2006-01-13,,16927589.0,42643187.0
825,The Sandlot,PG,57.0,1993-04-07,,,32416586.0
826,The Perfect Game,PG,57.0,2010-04-16,12500000.0,207329.0,1089445.0
827,Because of Winn-Dixie,PG,54.0,2005-02-18,14000000.0,13218723.0,32645546.0
828,Steep,PG,54.0,2008-09-26,,30735.0,259840.0
829,First Descent,PG13,52.0,2005-12-02,,438615.0,739690.0
830,Soul Surfer,PG,46.0,2011-04-08,18000000.0,10601862.0,43853424.0
831,Goal! The Dream Begins ,PG,44.0,2006-05-12,10000000.0,8613.0,4280577.0
832,The Replacements,PG13,41.0,2000-08-11,50000000.0,11039214.0,44737059.0
833,Beerfest,R,41.0,2006-08-25,17500000.0,7031228.0,19185184.0
834,Grudge Match,PG13,30.0,2013-12-25,40000000.0,7310000.0,29807260.0
835,Jiminy Glick in Lalawood,R,22.0,2005-05-06,,25660.0,25660.0
836,Playing for Keeps,PG13,3.0,2012-12-07,35000000.0,5750288.0,13101142.0
837,Behind the Candelabra,NR,95.0,2013-06-07,23000000.0,59737.19981875849,
838,The Return,NR,95.0,2003-06-25,,129056.0,502028.0
839,Being Elmo: A Puppeteer's Journey,PG,95.0,2012-04-27,,22963.0,302652.0
840,Best Worst Movie,NR,95.0,2009-03-14,,5503.0,103194.0
841,Not Quite Hollywood: The Wild Untold Story of Ozploitation!,R,94.0,2008-08-28,,4694.0,19368.0
842,American Movie,R,94.0,2000-04-13,,20260.0,1160426.0
843,Carlos,NR,94.0,2010-10-11,,20006.0,145118.0
844,The Normal Heart,R,94.0,2014-05-25,,,
845,Alien: The Director's Cut,R,94.0,1979-06-22,11000000.0,,78900000.0
846,The Kid Stays in the Picture,R,92.0,2002-08-16,,89087.0,1434436.0
847,Yoo-hoo Mrs. Goldberg,G,93.0,2009-07-10,,19302.0,1133662.0
848,Saraband,R,92.0,2003-12-01,,34304.0,645634.0
849,Electric Boogaloo: The Wild Untold Story of Cannon Films,R,93.0,2015-06-05,,,
850,Side by Side,NR,92.0,2012-08-22,,6956.0,28592.0
851,Joan Rivers: A Piece Of Work,R,91.0,2010-07-02,,164351.0,2927972.0
852,Duel,PG,88.0,1971-11-13,450000.0,,
853,Corman's World: Exploits Of A Hollywood Rebel,R,92.0,2012-02-21,,6468.0,6468.0
854,Tell Them Who You Are,R,88.0,2006-06-02,,4060.0,38580.0
855,The Five Obstructions,NR,88.0,2003-11-21,,13040.0,92221.0
856,Doctor Zhivago,PG13,82.0,1965-12-31,11000000.0,,111722000.0
857,This Film Is Not Yet Rated,NC17,84.0,2006-09-01,,37785.0,302179.0
858,Trekkies,PG,86.0,2002-11-08,375000.0,125636.0,318246.0
859,Inside Deep Throat,NC17,83.0,2005-04-21,2000000.0,88709.0,653621.0
860,Outfoxed: Rupert Murdoch's War on Journalism,NR,85.0,2004-07-13,200000.0,78054.0,237277.0
861,Trumbo,PG13,82.0,2015-11-27,15000000.0,74177.0,7857741.0
862,Confirmation,NR,81.0,2016-04-16,,,
863,Tupac: Resurrection,R,78.0,2003-11-14,300000.0,4632847.0,7707563.0
864,Overnight,R,78.0,2005-07-08,550052.0,,
865,Teacher's Pet,PG,76.0,2000-09-08,,,
866,POM Wonderful Presents: The Greatest Movie Ever Sold,PG13,73.0,2011-08-24,1500000.0,118294.0,638476.0
867,Fellini: I'm a Born Liar,R,73.0,2003-04-02,,8981.0,106080.0
868,Only Human ,R,72.0,2004-07-09,,9590.0,282998.0
869,My Date With Drew,PG,71.0,2005-09-30,1100.0,85222.0,85222.0
870,Waking Sleeping Beauty,PG,71.0,2010-10-06,,33115.0,80172.0
871,Porn Star: The Legend of Ron Jeremy,R,69.0,2001-01-01,,23865.0,411897.0
872,The Rugrats Movie,G,59.0,1998-11-20,24000000.0,27321470.0,100494675.0
873,I'm Still Here,R,53.0,2010-09-16,,96658.0,408719.0
874,No Strings Attached,R,49.0,2011-01-21,25000000.0,19652921.0,70662220.0
875,Bamboozled,R,48.0,2000-10-20,10000000.0,190720.0,2185266.0
876,The Real Cancun,R,35.0,2003-04-25,8000000.0,2108796.0,3713002.0
877,I Am,PG13,36.0,2011-02-01,,39690.0,1571355.0
878,15 Minutes,R,33.0,2001-03-09,60000000.0,10523154.0,24403552.0
879,Man of the Year,PG,21.0,2006-10-13,20000000.0,12299380.0,37442180.0
880,Pokemon 3: The Movie,G,22.0,2001-04-06,16000000.0,8240752.0,17052128.0
881,The Honeymooners,PG,13.0,1955-10-01,,,
882,From Justin To Kelly,PG,10.0,2003-06-20,12000000.0,2715848.0,4922166.0
883,The Good the Bad and the Ugly,R,97.0,1967-12-29,1200000.0,10584.0,6100000.0
884,Unforgiven,R,96.0,1992-08-07,14400000.0,15018007.0,101157447.0
885,The Man Who Shot Liberty Valance,G,93.0,1962-04-22,3200000.0,,
886,Django Unchained,R,87.0,2012-12-25,100000000.0,30688000.0,162805434.0
887,3:10 to Yuma,R,89.0,2007-09-07,55000000.0,,53606916.0
888,Blazing Saddles,R,90.0,1974-02-07,2600000.0,,119500000.0
889,The Magnificent Seven,R,90.0,2016-09-23,90000000.0,560046.333422436,93381044.0
890,Butch Cassidy and the Sundance Kid,PG,89.0,1969-10-24,6000000.0,,102308889.0
891,McCabe & Mrs. Miller,R,89.0,1971-06-24,,,
892,The Proposition,R,86.0,2013-01-25,6000000.0,4805878.0,8828771.0
893,The Three Burials of Melquiades Estrada,R,85.0,2006-02-24,15000000.0,77132.0,5023275.0
894,Meek's Cutoff,PG,86.0,2011-04-15,,20042.0,977600.0
895,Dances With Wolves,PG13,82.0,1990-11-21,22000000.0,598257.0,184208848.0
896,The Homesman,R,81.0,2014-05-18,16000000.0,139311.0,2428883.0
897,The Hateful Eight,R,74.0,2015-12-30,44000000.0,16240000.0,54117416.0
898,The Good the Bad the Weird,R,83.0,2008-07-17,10000000.0,4775.0,128486.0
899,Open Range,R,79.0,2003-08-15,22000000.0,14047781.0,58331254.0
900,Shanghai Noon,PG13,79.0,2000-05-26,55000000.0,19647065.0,56937502.0
901,Appaloosa,R,77.0,2008-10-03,20000000.0,248847.0,20207003.0
902,The Assassination of Jesse James by the Coward Robert Ford,R,76.0,2007-10-19,30000000.0,147812.0,3904982.0
903,Red Hill,R,78.0,2010-11-05,,8650.0,20960.0
904,In a Valley of Violence,R,77.0,2016-10-21,,29343.0,50381.0
905,The Horse Whisperer,PG13,74.0,1998-05-15,60000000.0,13685488.0,75383563.0
906,Blackthorn,R,75.0,2011-07-01,,15254.0,200558.0
907,The Keeping Room,R,74.0,2015-09-25,,4328.0,27166.0
908,Tombstone,R,73.0,1993-12-25,25000000.0,6454752.0,56505065.0
909,Fah talai jone ,NR,74.0,2001-08-09,,9655.0,74410.0
910,The Salvation,R,71.0,2015-02-27,9377511.833526839,5000.0,5000.0
911,The Rover,R,66.0,2014-06-20,8500000.0,69302.0,1109199.0
912,Maverick,PG13,66.0,1994-05-20,75000000.0,17248545.0,101631272.0
913,The Claim,R,62.0,2001-02-02,13393156.097234312,38975.0,669258.0
914,The Missing,R,58.0,2014-01-01,,,
915,Heaven's Gate,R,57.0,1980-11-19,44000000.0,12032.0,3484331.0
916,Legends of the Fall,R,56.0,1995-01-13,30000000.0,14038128.0,66638883.0
917,The Quick and the Dead,R,56.0,1995-02-10,32000000.0,6515861.0,18636537.0
918,Sukiyaki Western Django,R,57.0,2007-09-15,3800000.0,12172.0,48034.0
919,The Killer Inside Me,R,55.0,2010-06-08,13000000.0,85983.91346553876,214966.0
920,Seraphim Falls,R,55.0,2007-04-13,18000000.0,155560.0,418296.0
921,Ned Kelly,R,56.0,2004-03-26,,743752.0,74864.0
922,Down in the Valley,R,52.0,2005-12-09,8000000.0,22806.0,568695.0
923,Cowboys & Aliens,PG13,44.0,2011-07-29,163000000.0,28179256.43123352,100240551.0
924,Forsaken,R,43.0,2016-02-19,11000000.0,,
925,Jane Got a Gun,R,40.0,2016-01-29,25000000.0,835572.0,1512815.0
926,A Million Ways to Die in the West,R,33.0,2014-05-30,40000000.0,17069000.0,43139300.0
927,Brimstone,R,38.0,2017-01-12,11250703.16894806,,
928,The Lone Ranger,PG13,30.0,2013-07-03,215000000.0,29210849.0,89302115.0
929,The Alamo,PG13,29.0,1960-10-24,12000000.0,,17262932.0
930,The Dark Tower,PG13,16.0,2017-08-04,60000000.0,19153698.0,50701325.0
931,Wild Wild West,PG13,17.0,1999-06-30,170000000.0,49705055.0,113805681.0
932,Priest,PG13,15.0,2011-05-13,60000000.0,244785.21540268252,29136626.0
933,American Outlaws,PG13,14.0,2001-08-17,35000000.0,4855475.0,13264986.0
934,Jonah Hex,PG13,12.0,2010-06-18,47000000.0,5379365.0,10539414.0
935,September Dawn,R,13.0,2007-08-24,11000000.0,635000.0,1066555.0
936,Texas Rangers,PG13,2.0,2001-11-30,38000000.0,319516.0,623374.0
